year;county;domestic_background;gender;exam_score
2017;Saaremaa;Estonian;Female;21
2017;Hiiumaa;Estonian;Female;39
2017;Põlvamaa;Estonian;Female;42
2017;Harjumaa;Estonian;Male;33
2017;Harjumaa;Estonian;Female;43
2017;Ida-Virumaa;Russian;Male;42
2017;Harjumaa;Estonian;Male;31
2017;Viljandimaa;Estonian;Female;35
2017;Harjumaa;Estonian;Female;38
2017;Võrumaa;Estonian;Male;23
2017;Võrumaa;Estonian;Male;38
2017;Põlvamaa;Estonian;Male;20
2017;Harjumaa;Russian;Female;37
2017;Tartumaa;Estonian;Female;29
2017;Tartumaa;Estonian;Female;46
2017;Võrumaa;Estonian;Female;31
2017;Harjumaa;Estonian;Male;39
2017;Raplamaa;Estonian;Female;35
2017;Harjumaa;Estonian;Female;40
2017;Harjumaa;Russian;Male;13
2017;Ida-Virumaa;Estonian;Female;37
2017;Ida-Virumaa;Estonian;Female;28
2017;Valgamaa;Estonian;Female;33
2017;Harjumaa;Estonian;Male;31
2017;Harjumaa;Estonian;Male;22
2017;Harjumaa;Estonian;Male;38
2017;Ida-Virumaa;Estonian;Male;44
2017;Põlvamaa;Estonian;Male;33
2017;Lääne-Virumaa;Estonian;Female;35
2017;Ida-Virumaa;Russian;Female;30
2017;Harjumaa;Estonian;Female;44
2017;Harjumaa;Estonian;Female;43
2017;Lääne-Virumaa;Estonian;Female;35
2017;Harjumaa;Estonian;Female;29
2017;Harjumaa;Estonian;Female;46
2017;Harjumaa;Estonian;Female;30
2017;Harjumaa;Russian;Male;40
2017;Lääne-Virumaa;Estonian;Female;33
2017;Harjumaa;Estonian;Male;31
2017;Harjumaa;Estonian;Male;32
2017;Harjumaa;Estonian;Female;45
2017;Viljandimaa;Russian;Male;33
2017;Harjumaa;Estonian;Male;33
2017;Tartumaa;Russian;Male;38
2017;Võrumaa;Estonian;Female;40
2017;Harjumaa;Estonian;Male;40
2017;Tartumaa;Estonian;Male;38
2017;Tartumaa;Estonian;Female;46
2017;Harjumaa;Estonian;Male;28
2017;Harjumaa;Estonian;Female;17
2017;Tartumaa;Estonian;Female;41
2017;Harjumaa;Russian;Male;38
2017;Saaremaa;Estonian;Female;46
2017;Viljandimaa;Estonian;Female;39
2017;Harjumaa;Russian;Male;29
2017;Pärnumaa;Estonian;Male;29
2017;Viljandimaa;Estonian;Female;26
2017;Järvamaa;Estonian;Female;34
2017;Harjumaa;Estonian;Female;39
2017;Harjumaa;Estonian;Male;35
2017;Tartumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Female;39
2017;Lääne-Virumaa;Estonian;Male;32
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Russian;Female;29
2017;Harjumaa;Estonian;Female;43
2017;Harjumaa;Russian;Male;23
2017;Tartumaa;Russian;Male;31
2017;Valgamaa;Estonian;Male;15
2017;Harjumaa;Russian;Female;47
2017;Harjumaa;Estonian;Female;41
2017;Harjumaa;Russian;Male;22
2017;Viljandimaa;Estonian;Female;27
2017;Harjumaa;Estonian;Male;24
2017;Võrumaa;Estonian;Female;33
2017;Harjumaa;Estonian;Female;35
2017;Võrumaa;Estonian;Female;35
2017;Ida-Virumaa;Russian;Male;25
2017;Harjumaa;Estonian;Male;31
2017;Jõgevamaa;Estonian;Female;37
2017;Hiiumaa;Estonian;Female;35
2017;Harjumaa;Estonian;Female;38
2017;Harjumaa;Estonian;Female;44
2017;Harjumaa;Estonian;Male;40
2017;Pärnumaa;Estonian;Female;31
2017;Harjumaa;Estonian;Male;28
2017;Harjumaa;Estonian;Male;37
2017;Tartumaa;Estonian;Female;12
2017;Harjumaa;Russian;Male;43
2017;Harjumaa;Estonian;Female;48
2017;Harjumaa;Estonian;Female;33
2017;Harjumaa;Estonian;Male;34
2017;Ida-Virumaa;Estonian;Male;21
2017;Pärnumaa;Estonian;Male;35
2017;Ida-Virumaa;Russian;Male;30
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Female;35
2017;Ida-Virumaa;Russian;Female;31
2017;Harjumaa;Russian;Female;31
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Female;40
2017;Jõgevamaa;Estonian;Female;25
2017;Saaremaa;Estonian;Male;45
2017;Saaremaa;Estonian;Female;34
2017;Pärnumaa;Estonian;Female;40
2017;Harjumaa;Russian;Female;35
2017;Lääne-Virumaa;Estonian;Female;25
2017;Valgamaa;Estonian;Female;37
2017;Raplamaa;Estonian;Female;33
2017;Saaremaa;Estonian;Female;27
2017;Raplamaa;Estonian;Female;21
2017;Harjumaa;Estonian;Male;32
2017;Tartumaa;Estonian;Male;31
2017;Harjumaa;Estonian;Female;36
2017;Raplamaa;Estonian;Male;30
2017;Harjumaa;Estonian;Female;48
2017;Harjumaa;Estonian;Male;44
2017;Viljandimaa;Russian;Female;33
2017;Viljandimaa;Estonian;Female;29
2017;Ida-Virumaa;Russian;Male;41
2017;Harjumaa;Estonian;Female;39
2017;Harjumaa;Estonian;Female;34
2017;Saaremaa;Estonian;Male;38
2017;Ida-Virumaa;Russian;Male;33
2017;Harjumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Female;31
2017;Pärnumaa;Estonian;Male;44
2017;Pärnumaa;Estonian;Male;41
2017;Ida-Virumaa;Estonian;Male;37
2017;Saaremaa;Estonian;Male;39
2017;Ida-Virumaa;Estonian;Male;27
2017;Tartumaa;Estonian;Female;24
2017;Harjumaa;Estonian;Male;37
2017;Põlvamaa;Estonian;Male;47
2017;Tartumaa;Estonian;Female;29
2017;Harjumaa;Estonian;Female;42
2017;Läänemaa;Estonian;Female;34
2017;Harjumaa;Estonian;Male;36
2017;Tartumaa;Estonian;Female;29
2017;Pärnumaa;Estonian;Male;25
2017;Valgamaa;Estonian;Female;34
2017;Pärnumaa;Estonian;Female;23
2017;Tartumaa;Estonian;Female;42
2017;Pärnumaa;Estonian;Male;30
2017;Harjumaa;Estonian;Female;40
2017;Võrumaa;Estonian;Male;34
2017;Ida-Virumaa;Russian;Male;43
2017;Järvamaa;Estonian;Female;33
2017;Harjumaa;Estonian;Male;29
2017;Ida-Virumaa;Russian;Male;46
2017;Tartumaa;Estonian;Male;36
2017;Harjumaa;Estonian;Male;43
2017;Tartumaa;Estonian;Male;42
2017;Tartumaa;Estonian;Female;32
2017;Harjumaa;Estonian;Male;47
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Male;4
2017;Võrumaa;Estonian;Male;24
2017;Harjumaa;Estonian;Male;35
2017;Viljandimaa;Estonian;Female;28
2017;Harjumaa;Estonian;Male;45
2017;Läänemaa;Estonian;Female;23
2017;Harjumaa;Russian;Female;45
2017;Viljandimaa;Estonian;Male;23
2017;Lääne-Virumaa;Estonian;Male;21
2017;Harjumaa;Russian;Male;34
2017;Ida-Virumaa;Russian;Male;39
2017;Harjumaa;Estonian;Female;33
2017;Harjumaa;Russian;Female;38
2017;Harjumaa;Estonian;Female;45
2017;Harjumaa;Estonian;Male;16
2017;Harjumaa;Estonian;Female;45
2017;Harjumaa;Estonian;Female;35
2017;Pärnumaa;Estonian;Female;13
2017;Harjumaa;Estonian;Male;40
2017;Tartumaa;Estonian;Female;48
2017;Tartumaa;Estonian;Female;12
2017;Harjumaa;Estonian;Female;45
2017;Ida-Virumaa;Russian;Male;46
2017;Võrumaa;Estonian;Male;23
2017;Harjumaa;Estonian;Female;33
2017;Harjumaa;Estonian;Female;37
2017;Harjumaa;Estonian;Male;38
2017;Jõgevamaa;Estonian;Female;48
2017;Järvamaa;Estonian;Male;30
2017;Tartumaa;Estonian;Female;34
2017;Ida-Virumaa;Russian;Male;41
2017;Harjumaa;Estonian;Male;30
2017;Harjumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Male;42
2017;Harjumaa;Russian;Female;46
2017;Harjumaa;Estonian;Male;20
2017;Harjumaa;Estonian;Female;47
2017;Tartumaa;Estonian;Female;25
2017;Ida-Virumaa;Russian;Female;40
2017;Ida-Virumaa;Russian;Male;4
2017;Ida-Virumaa;Estonian;Male;43
2017;Harjumaa;Russian;Male;40
2017;Läänemaa;Estonian;Male;43
2017;Tartumaa;Estonian;Male;37
2017;Harjumaa;Russian;Female;38
2017;Ida-Virumaa;Russian;Female;44
2017;Harjumaa;Russian;Female;46
2017;Tartumaa;Estonian;Male;29
2017;Tartumaa;Estonian;Female;21
2017;Harjumaa;Estonian;Female;46
2017;Viljandimaa;Estonian;Male;17
2017;Harjumaa;Russian;Male;48
2017;Harjumaa;Estonian;Female;46
2017;Ida-Virumaa;Estonian;Female;30
2017;Pärnumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Male;41
2017;Harjumaa;Estonian;Female;37
2017;Harjumaa;Estonian;Male;21
2017;Ida-Virumaa;Russian;Female;44
2017;Lääne-Virumaa;Estonian;Female;42
2017;Ida-Virumaa;Estonian;Male;43
2017;Järvamaa;Estonian;Female;31
2017;Harjumaa;Russian;Male;20
2017;Harjumaa;Estonian;Male;40
2017;Harjumaa;Russian;Male;40
2017;Harjumaa;Russian;Female;28
2017;Tartumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;44
2017;Harjumaa;Estonian;Male;32
2017;Harjumaa;Russian;Female;27
2017;Harjumaa;Estonian;Male;36
2017;Lääne-Virumaa;Estonian;Female;25
2017;Ida-Virumaa;Estonian;Male;28
2017;Harjumaa;Estonian;Female;27
2017;Harjumaa;Russian;Male;23
2017;Tartumaa;Estonian;Male;9
2017;Harjumaa;Estonian;Female;26
2017;Harjumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Male;35
2017;Saaremaa;Estonian;Male;29
2017;Saaremaa;Estonian;Male;47
2017;Harjumaa;Estonian;Female;40
2017;Harjumaa;Estonian;Male;38
2017;Lääne-Virumaa;Estonian;Female;46
2017;Jõgevamaa;Estonian;Male;35
2017;Harjumaa;Russian;Male;42
2017;Võrumaa;Estonian;Female;40
2017;Raplamaa;Estonian;Male;26
2017;Harjumaa;Russian;Female;47
2017;Harjumaa;Estonian;Female;39
2017;Harjumaa;Russian;Female;44
2017;Harjumaa;Russian;Male;36
2017;Valgamaa;Estonian;Female;33
2017;Tartumaa;Estonian;Female;37
2017;Ida-Virumaa;Russian;Female;45
2017;Jõgevamaa;Estonian;Male;45
2017;Harjumaa;Russian;Female;44
2017;Raplamaa;Estonian;Female;36
2017;Harjumaa;Russian;Female;36
2017;Hiiumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;17
2017;Harjumaa;Estonian;Male;25
2017;Harjumaa;Estonian;Male;38
2017;Pärnumaa;Estonian;Female;13
2017;Harjumaa;Estonian;Male;34
2017;Harjumaa;Estonian;Female;32
2017;Lääne-Virumaa;Estonian;Female;34
2017;Harjumaa;Russian;Male;34
2017;Viljandimaa;Estonian;Male;9
2017;Lääne-Virumaa;Estonian;Female;41
2017;Harjumaa;Russian;Female;32
2017;Harjumaa;Estonian;Male;42
2017;Tartumaa;Estonian;Female;26
2017;Läänemaa;Estonian;Female;41
2017;Harjumaa;Estonian;Female;42
2017;Harjumaa;Russian;Male;42
2017;Tartumaa;Estonian;Female;43
2017;Pärnumaa;Estonian;Female;37
2017;Lääne-Virumaa;Estonian;Female;23
2017;Lääne-Virumaa;Estonian;Female;34
2017;Harjumaa;Russian;Male;25
2017;Ida-Virumaa;Russian;Female;42
2017;Raplamaa;Estonian;Male;36
2017;Harjumaa;Estonian;Female;34
2017;Tartumaa;Estonian;Female;33
2017;Tartumaa;Estonian;Female;33
2017;Saaremaa;Estonian;Female;48
2017;Pärnumaa;Russian;Male;32
2017;Harjumaa;Russian;Female;34
2017;Viljandimaa;Estonian;Female;15
2017;Ida-Virumaa;Estonian;Male;28
2017;Harjumaa;Estonian;Female;20
2017;Järvamaa;Estonian;Female;40
2017;Jõgevamaa;Estonian;Male;35
2017;Jõgevamaa;Estonian;Male;36
2017;Harjumaa;Estonian;Male;25
2017;Ida-Virumaa;Russian;Female;35
2017;Harjumaa;Estonian;Male;32
2017;Harjumaa;Estonian;Male;40
2017;Harjumaa;Russian;Male;48
2017;Võrumaa;Estonian;Female;31
2017;Ida-Virumaa;Estonian;Male;41
2017;Saaremaa;Estonian;Male;28
2017;Valgamaa;Estonian;Female;43
2017;Harjumaa;Estonian;Female;45
2017;Harjumaa;Russian;Female;36
2017;Järvamaa;Estonian;Male;32
2017;Harjumaa;Russian;Female;41
2017;Harjumaa;Estonian;Female;39
2017;Tartumaa;Estonian;Female;35
2017;Viljandimaa;Estonian;Male;41
2017;Tartumaa;Estonian;Female;46
2017;Harjumaa;Russian;Female;28
2017;Läänemaa;Estonian;Male;30
2017;Harjumaa;Estonian;Male;31
2017;Ida-Virumaa;Russian;Female;30
2017;Harjumaa;Estonian;Male;42
2017;Viljandimaa;Estonian;Male;43
2017;Jõgevamaa;Estonian;Male;30
2017;Ida-Virumaa;Russian;Male;39
2017;Tartumaa;Estonian;Female;37
2017;Harjumaa;Russian;Female;41
2017;Lääne-Virumaa;Estonian;Male;29
2017;Pärnumaa;Estonian;Female;25
2017;Harjumaa;Russian;Male;31
2017;Harjumaa;Estonian;Female;45
2017;Harjumaa;Estonian;Male;36
2017;Järvamaa;Estonian;Female;32
2017;Saaremaa;Estonian;Female;29
2017;Harjumaa;Estonian;Female;44
2017;Harjumaa;Estonian;Male;46
2017;Viljandimaa;Estonian;Male;12
2017;Tartumaa;Estonian;Male;26
2017;Harjumaa;Estonian;Female;40
2017;Harjumaa;Estonian;Male;46
2017;Harjumaa;Russian;Female;38
2017;Harjumaa;Estonian;Male;35
2017;Harjumaa;Estonian;Male;27
2017;Ida-Virumaa;Russian;Male;38
2017;Tartumaa;Estonian;Male;29
2017;Saaremaa;Estonian;Male;19
2017;Harjumaa;Estonian;Male;36
2017;Harjumaa;Russian;Male;46
2017;Harjumaa;Estonian;Male;40
2017;Valgamaa;Estonian;Male;37
2017;Lääne-Virumaa;Estonian;Female;40
2017;Harjumaa;Russian;Female;43
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Male;35
2017;Viljandimaa;Estonian;Female;35
2017;Harjumaa;Estonian;Male;40
2017;Pärnumaa;Estonian;Female;25
2017;Harjumaa;Russian;Female;32
2017;Harjumaa;Estonian;Female;26
2017;Ida-Virumaa;Russian;Male;40
2017;Võrumaa;Estonian;Male;11
2017;Tartumaa;Estonian;Female;28
2017;Pärnumaa;Estonian;Female;8
2017;Läänemaa;Estonian;Male;47
2017;Tartumaa;Estonian;Male;38
2017;Tartumaa;Estonian;Female;8
2017;Harjumaa;Estonian;Male;28
2017;Valgamaa;Russian;Female;36
2017;Viljandimaa;Estonian;Male;12
2017;Viljandimaa;Estonian;Female;41
2017;Raplamaa;Estonian;Female;44
2017;Harjumaa;Russian;Female;48
2017;Harjumaa;Estonian;Male;22
2017;Harjumaa;Russian;Male;45
2017;Harjumaa;Russian;Male;37
2017;Harjumaa;Russian;Female;38
2017;Ida-Virumaa;Estonian;Male;15
2017;Harjumaa;Russian;Female;26
2017;Jõgevamaa;Estonian;Female;32
2017;Harjumaa;Estonian;Male;33
2017;Harjumaa;Estonian;Male;25
2017;Ida-Virumaa;Estonian;Female;22
2017;Harjumaa;Estonian;Male;32
2017;Harjumaa;Estonian;Female;41
2017;Raplamaa;Estonian;Male;25
2017;Harjumaa;Estonian;Female;37
2017;Harjumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;33
2017;Pärnumaa;Estonian;Female;31
2017;Pärnumaa;Estonian;Female;39
2017;Ida-Virumaa;Russian;Female;44
2017;Harjumaa;Russian;Male;30
2017;Harjumaa;Estonian;Female;19
2017;Pärnumaa;Estonian;Female;35
2017;Tartumaa;Estonian;Female;35
2017;Tartumaa;Estonian;Female;45
2017;Järvamaa;Estonian;Female;33
2017;Harjumaa;Estonian;Male;39
2017;Harjumaa;Estonian;Male;37
2017;Harjumaa;Estonian;Female;47
2017;Harjumaa;Estonian;Female;22
2017;Tartumaa;Estonian;Female;48
2017;Ida-Virumaa;Russian;Male;8
2017;Tartumaa;Russian;Male;34
2017;Tartumaa;Estonian;Male;31
2017;Ida-Virumaa;Russian;Male;33
2017;Harjumaa;Estonian;Male;46
2017;Harjumaa;Estonian;Female;41
2017;Viljandimaa;Estonian;Female;36
2017;Harjumaa;Russian;Female;17
2017;Põlvamaa;Estonian;Female;37
2017;Saaremaa;Estonian;Male;8
2017;Harjumaa;Estonian;Female;39
2017;Jõgevamaa;Estonian;Male;30
2017;Ida-Virumaa;Estonian;Female;38
2017;Harjumaa;Estonian;Male;46
2017;Harjumaa;Estonian;Male;24
2017;Viljandimaa;Estonian;Female;40
2017;Läänemaa;Estonian;Female;42
2017;Tartumaa;Estonian;Female;48
2017;Ida-Virumaa;Russian;Female;33
2017;Ida-Virumaa;Russian;Male;35
2017;Harjumaa;Estonian;Female;38
2017;Tartumaa;Estonian;Male;25
2017;Ida-Virumaa;Estonian;Female;38
2017;Võrumaa;Estonian;Female;33
2017;Saaremaa;Estonian;Male;22
2017;Tartumaa;Estonian;Male;42
2017;Harjumaa;Estonian;Female;36
2017;Saaremaa;Estonian;Female;33
2017;Võrumaa;Estonian;Male;31
2017;Ida-Virumaa;Russian;Female;32
2017;Harjumaa;Estonian;Male;41
2017;Harjumaa;Estonian;Female;39
2017;Tartumaa;Estonian;Male;32
2017;Pärnumaa;Estonian;Female;21
2017;Tartumaa;Estonian;Female;45
2017;Harjumaa;Russian;Female;39
2017;Lääne-Virumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Female;38
2017;Harjumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Female;38
2017;Harjumaa;Estonian;Male;42
2017;Harjumaa;Estonian;Female;34
2017;Järvamaa;Estonian;Male;48
2017;Harjumaa;Estonian;Male;9
2017;Hiiumaa;Estonian;Female;47
2017;Võrumaa;Estonian;Female;47
2017;Järvamaa;Estonian;Male;32
2017;Harjumaa;Estonian;Female;36
2017;Harjumaa;Estonian;Male;25
2017;Harjumaa;Estonian;Female;43
2017;Tartumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Male;10
2017;Läänemaa;Russian;Male;32
2017;Harjumaa;Estonian;Male;22
2017;Ida-Virumaa;Russian;Female;31
2017;Tartumaa;Estonian;Female;37
2017;Võrumaa;Estonian;Male;34
2017;Viljandimaa;Estonian;Female;37
2017;Harjumaa;Russian;Female;42
2017;Harjumaa;Russian;Female;16
2017;Lääne-Virumaa;Estonian;Female;23
2017;Pärnumaa;Estonian;Male;34
2017;Järvamaa;Estonian;Male;24
2017;Tartumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;47
2017;Harjumaa;Estonian;Male;20
2017;Harjumaa;Estonian;Male;19
2017;Lääne-Virumaa;Estonian;Female;45
2017;Järvamaa;Estonian;Female;36
2017;Harjumaa;Estonian;Male;45
2017;Tartumaa;Estonian;Male;36
2017;Tartumaa;Estonian;Male;41
2017;Saaremaa;Estonian;Female;42
2017;Viljandimaa;Estonian;Male;43
2017;Saaremaa;Estonian;Female;29
2017;Harjumaa;Estonian;Male;30
2017;Pärnumaa;Estonian;Female;20
2017;Harjumaa;Estonian;Female;33
2017;Võrumaa;Estonian;Female;38
2017;Tartumaa;Estonian;Female;28
2017;Lääne-Virumaa;Russian;Male;28
2017;Harjumaa;Estonian;Female;41
2017;Ida-Virumaa;Russian;Male;34
2017;Ida-Virumaa;Estonian;Female;34
2017;Harjumaa;Estonian;Male;43
2017;Tartumaa;Estonian;Male;33
2017;Raplamaa;Estonian;Male;39
2017;Lääne-Virumaa;Russian;Female;31
2017;Ida-Virumaa;Russian;Male;39
2017;Võrumaa;Estonian;Male;47
2017;Harjumaa;Estonian;Male;32
2017;Pärnumaa;Estonian;Female;45
2017;Saaremaa;Estonian;Male;25
2017;Pärnumaa;Estonian;Male;28
2017;Harjumaa;Russian;Female;28
2017;Viljandimaa;Estonian;Male;29
2017;Ida-Virumaa;Russian;Female;34
2017;Harjumaa;Estonian;Male;18
2017;Ida-Virumaa;Estonian;Male;42
2017;Raplamaa;Estonian;Female;43
2017;Viljandimaa;Estonian;Male;40
2017;Tartumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Male;28
2017;Harjumaa;Russian;Female;40
2017;Harjumaa;Estonian;Female;38
2017;Harjumaa;Estonian;Female;26
2017;Valgamaa;Estonian;Male;25
2017;Tartumaa;Estonian;Female;35
2017;Viljandimaa;Estonian;Female;28
2017;Harjumaa;Estonian;Male;41
2017;Harjumaa;Estonian;Female;46
2017;Põlvamaa;Estonian;Male;11
2017;Järvamaa;Estonian;Female;43
2017;Harjumaa;Russian;Female;41
2017;Pärnumaa;Estonian;Female;40
2017;Lääne-Virumaa;Estonian;Female;45
2017;Pärnumaa;Estonian;Male;31
2017;Jõgevamaa;Estonian;Male;31
2017;Tartumaa;Estonian;Female;35
2017;Järvamaa;Estonian;Female;28
2017;Tartumaa;Estonian;Female;40
2017;Harjumaa;Estonian;Male;10
2017;Tartumaa;Estonian;Male;32
2017;Harjumaa;Estonian;Female;23
2017;Harjumaa;Estonian;Female;30
2017;Ida-Virumaa;Estonian;Female;30
2017;Harjumaa;Estonian;Female;38
2017;Lääne-Virumaa;Estonian;Male;31
2017;Harjumaa;Estonian;Female;43
2017;Tartumaa;Estonian;Male;27
2017;Võrumaa;Estonian;Female;35
2017;Harjumaa;Estonian;Male;22
2017;Pärnumaa;Estonian;Male;42
2017;Harjumaa;Estonian;Female;35
2017;Pärnumaa;Estonian;Female;34
2017;Harjumaa;Russian;Female;25
2017;Ida-Virumaa;Estonian;Female;35
2017;Raplamaa;Estonian;Female;27
2017;Harjumaa;Estonian;Female;30
2017;Ida-Virumaa;Russian;Female;47
2017;Ida-Virumaa;Russian;Male;35
2017;Lääne-Virumaa;Estonian;Female;23
2017;Põlvamaa;Estonian;Male;31
2017;Pärnumaa;Estonian;Male;17
2017;Tartumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;43
2017;Harjumaa;Russian;Male;23
2017;Võrumaa;Estonian;Male;39
2017;Jõgevamaa;Estonian;Male;37
2017;Harjumaa;Estonian;Male;13
2017;Harjumaa;Estonian;Female;37
2017;Ida-Virumaa;Russian;Female;43
2017;Harjumaa;Estonian;Female;44
2017;Tartumaa;Estonian;Male;35
2017;Läänemaa;Estonian;Male;46
2017;Harjumaa;Estonian;Male;33
2017;Lääne-Virumaa;Estonian;Female;45
2017;Tartumaa;Estonian;Male;29
2017;Harjumaa;Estonian;Female;32
2017;Harjumaa;Estonian;Female;26
2017;Harjumaa;Estonian;Male;41
2017;Harjumaa;Estonian;Male;20
2017;Tartumaa;Estonian;Male;23
2017;Harjumaa;Russian;Female;43
2017;Lääne-Virumaa;Estonian;Female;25
2017;Tartumaa;Estonian;Female;48
2017;Saaremaa;Estonian;Male;47
2017;Harjumaa;Russian;Male;40
2017;Lääne-Virumaa;Estonian;Male;18
2017;Harjumaa;Estonian;Male;20
2017;Lääne-Virumaa;Estonian;Male;33
2017;Viljandimaa;Estonian;Male;43
2017;Harjumaa;Estonian;Female;19
2017;Viljandimaa;Estonian;Female;43
2017;Valgamaa;Estonian;Female;27
2017;Ida-Virumaa;Estonian;Male;33
2017;Harjumaa;Russian;Male;48
2017;Harjumaa;Russian;Female;38
2017;Harjumaa;Estonian;Male;11
2017;Hiiumaa;Estonian;Male;29
2017;Pärnumaa;Estonian;Female;33
2017;Jõgevamaa;Estonian;Female;45
2017;Pärnumaa;Russian;Female;37
2017;Harjumaa;Estonian;Male;22
2017;Ida-Virumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Female;42
2017;Põlvamaa;Estonian;Female;36
2017;Raplamaa;Estonian;Female;37
2017;Läänemaa;Estonian;Female;26
2017;Raplamaa;Estonian;Male;36
2017;Lääne-Virumaa;Estonian;Female;37
2017;Harjumaa;Estonian;Male;25
2017;Harjumaa;Estonian;Male;39
2017;Lääne-Virumaa;Estonian;Male;30
2017;Harjumaa;Estonian;Male;33
2017;Raplamaa;Estonian;Male;35
2017;Lääne-Virumaa;Estonian;Male;43
2017;Ida-Virumaa;Russian;Female;17
2017;Harjumaa;Estonian;Female;36
2017;Pärnumaa;Estonian;Female;32
2017;Lääne-Virumaa;Estonian;Male;40
2017;Harjumaa;Estonian;Male;28
2017;Harjumaa;Russian;Female;43
2017;Harjumaa;Estonian;Male;22
2017;Harjumaa;Estonian;Male;11
2017;Harjumaa;Estonian;Female;37
2017;Raplamaa;Estonian;Male;35
2017;Tartumaa;Estonian;Male;32
2017;Harjumaa;Russian;Female;48
2017;Harjumaa;Estonian;Male;44
2017;Harjumaa;Estonian;Male;39
2017;Tartumaa;Russian;Male;27
2017;Lääne-Virumaa;Estonian;Female;45
2017;Tartumaa;Estonian;Female;47
2017;Tartumaa;Estonian;Female;30
2017;Harjumaa;Russian;Female;27
2017;Tartumaa;Estonian;Male;42
2017;Harjumaa;Estonian;Female;24
2017;Harjumaa;Estonian;Female;43
2017;Harjumaa;Russian;Male;29
2017;Harjumaa;Estonian;Male;42
2017;Harjumaa;Estonian;Female;46
2017;Harjumaa;Estonian;Female;31
2017;Tartumaa;Estonian;Female;38
2017;Tartumaa;Estonian;Female;47
2017;Harjumaa;Estonian;Male;30
2017;Lääne-Virumaa;Estonian;Male;35
2017;Harjumaa;Estonian;Male;38
2017;Harjumaa;Russian;Female;43
2017;Tartumaa;Estonian;Female;31
2017;Harjumaa;Estonian;Female;22
2017;Ida-Virumaa;Estonian;Male;38
2017;Harjumaa;Estonian;Male;26
2017;Harjumaa;Russian;Female;47
2017;Pärnumaa;Estonian;Female;39
2017;Lääne-Virumaa;Estonian;Female;41
2017;Ida-Virumaa;Russian;Male;33
2017;Ida-Virumaa;Estonian;Male;36
2017;Harjumaa;Estonian;Female;31
2017;Lääne-Virumaa;Estonian;Male;46
2017;Pärnumaa;Estonian;Female;42
2017;Harjumaa;Estonian;Female;38
2017;Saaremaa;Estonian;Male;13
2017;Harjumaa;Estonian;Female;24
2017;Tartumaa;Estonian;Female;28
2017;Ida-Virumaa;Estonian;Male;25
2017;Tartumaa;Estonian;Female;45
2017;Harjumaa;Russian;Female;13
2017;Lääne-Virumaa;Estonian;Female;32
2017;Põlvamaa;Estonian;Male;38
2017;Tartumaa;Estonian;Male;45
2017;Valgamaa;Russian;Female;11
2017;Harjumaa;Estonian;Male;31
2017;Harjumaa;Estonian;Male;22
2017;Jõgevamaa;Estonian;Male;49
2017;Harjumaa;Estonian;Male;38
2017;Harjumaa;Russian;Female;45
2017;Harjumaa;Estonian;Male;43
2017;Tartumaa;Russian;Male;41
2017;Tartumaa;Estonian;Male;29
2017;Lääne-Virumaa;Estonian;Female;22
2017;Tartumaa;Estonian;Female;30
2017;Tartumaa;Estonian;Male;41
2017;Pärnumaa;Estonian;Female;23
2017;Põlvamaa;Estonian;Male;8
2017;Harjumaa;Russian;Female;42
2017;Raplamaa;Estonian;Female;38
2017;Järvamaa;Estonian;Male;36
2017;Võrumaa;Estonian;Female;37
2017;Pärnumaa;Estonian;Female;36
2017;Viljandimaa;Estonian;Male;48
2017;Harjumaa;Estonian;Female;29
2017;Järvamaa;Estonian;Female;39
2017;Harjumaa;Russian;Male;34
2017;Jõgevamaa;Estonian;Female;47
2017;Viljandimaa;Estonian;Female;42
2017;Harjumaa;Estonian;Male;28
2017;Harjumaa;Estonian;Female;26
2017;Harjumaa;Russian;Male;39
2017;Ida-Virumaa;Russian;Male;45
2017;Raplamaa;Estonian;Female;38
2017;Põlvamaa;Estonian;Female;40
2017;Saaremaa;Estonian;Male;22
2017;Pärnumaa;Estonian;Female;35
2017;Tartumaa;Estonian;Male;33
2017;Harjumaa;Estonian;Female;46
