,gender,age,ethnicity,party,conservative,discrimination
731,male,54,estonian,Parempoolsed,0,0
732,male,50,estonian,EKRE,1,1
733,female,46,estonian,Reform,0,0
734,female,33,estonian,Isamaa,1,0
735,male,68,estonian,EKRE,1,1
736,female,47,other,Keskerakond,1,0
737,male,37,estonian,Keskerakond,1,1
738,male,44,other,Keskerakond,1,1
739,female,46,estonian,Reform,0,0
740,male,64,estonian,E200,0,0
741,female,58,estonian,SDE,0,0
742,female,60,estonian,SDE,0,1
743,male,22,estonian,Isamaa,0,0
744,male,46,estonian,Isamaa,1,0
745,female,48,estonian,Isamaa,1,0
746,male,24,estonian,Keskerakond,1,0
747,male,40,estonian,EKRE,0,1
748,male,60,estonian,EKRE,0,1
749,female,34,estonian,SDE,0,1
750,female,50,estonian,E200,0,0
751,male,38,estonian,E200,0,0
752,female,22,estonian,EKRE,1,1
753,female,39,other,Keskerakond,1,0
754,female,77,estonian,Isamaa,0,0
755,female,62,estonian,Isamaa,1,0
756,female,74,estonian,Isamaa,1,0
757,male,48,other,EKRE,1,0
758,male,32,other,EKRE,1,1
759,male,51,estonian,SDE,0,0
760,female,47,estonian,Isamaa,1,1
761,female,65,estonian,Keskerakond,0,1
762,male,31,estonian,Reform,1,1
763,female,48,estonian,Isamaa,1,1
764,male,35,estonian,EKRE,1,0
765,male,43,estonian,EKRE,1,1
766,male,59,estonian,Reform,0,0
767,female,48,estonian,EKRE,1,0
768,female,45,estonian,Isamaa,1,1
769,male,45,estonian,Isamaa,0,0
770,male,47,estonian,Reform,0,0
771,male,61,estonian,E200,0,0
772,male,68,estonian,EKRE,1,1
773,female,74,estonian,Keskerakond,1,1
774,female,61,estonian,Keskerakond,1,0
775,male,42,estonian,E200,0,0
776,male,56,estonian,SDE,0,0
777,female,47,estonian,Reform,0,1
778,female,40,other,Keskerakond,0,1
779,male,64,estonian,E200,0,0
780,male,26,estonian,EKRE,1,1
781,male,69,estonian,EKRE,1,1
782,female,47,estonian,Isamaa,1,0
783,female,54,estonian,SDE,0,1
784,female,55,other,SDE,0,0
785,male,68,estonian,Isamaa,0,1
786,male,54,estonian,Reform,0,0
787,female,53,estonian,Reform,1,0
788,female,29,estonian,Isamaa,0,0
789,male,49,estonian,Parempoolsed,0,0
790,female,35,estonian,Isamaa,1,0
791,female,59,estonian,Isamaa,1,0
792,male,49,estonian,Reform,1,0
793,female,56,other,Keskerakond,0,1
794,male,26,estonian,Isamaa,1,0
795,male,30,estonian,Reform,0,0
796,male,58,estonian,Reform,0,1
797,male,29,estonian,Isamaa,0,0
798,male,29,estonian,Isamaa,0,0
799,male,22,estonian,Reform,0,1
800,male,74,estonian,EKRE,1,0
801,female,59,estonian,E200,0,0
802,male,44,other,SDE,0,0
803,male,42,estonian,Parempoolsed,1,0
804,female,44,estonian,Isamaa,1,0
805,female,61,estonian,Parempoolsed,0,0
806,female,55,estonian,EKRE,1,1
807,male,36,estonian,EKRE,0,1
808,female,36,estonian,Isamaa,1,1
809,male,31,estonian,Isamaa,1,0
810,male,55,estonian,Keskerakond,1,1
811,male,60,estonian,EKRE,0,0
812,male,40,estonian,Isamaa,1,0
813,female,24,other,Keskerakond,1,0
814,female,30,estonian,Isamaa,1,1
815,male,75,estonian,Reform,0,0
816,male,41,estonian,EKRE,1,1
817,male,60,other,SDE,0,0
818,female,54,estonian,SDE,1,0
819,male,45,estonian,EKRE,1,1
820,male,37,estonian,EKRE,1,1
821,female,33,estonian,EKRE,1,0
822,female,53,estonian,SDE,0,0
823,male,61,estonian,EKRE,1,1
824,female,54,estonian,Isamaa,1,0
825,female,50,estonian,Isamaa,1,1
826,male,27,other,EKRE,1,1
827,female,76,estonian,Reform,0,0
828,male,62,estonian,SDE,0,0
829,female,41,estonian,Isamaa,1,0
830,male,77,estonian,EKRE,0,1
831,male,53,estonian,SDE,0,1
832,male,52,estonian,SDE,0,0
833,female,59,estonian,EKRE,1,0
834,male,63,estonian,EKRE,1,1
835,female,55,estonian,EKRE,1,1
836,male,33,estonian,E200,0,1
837,male,43,estonian,Isamaa,1,0
838,female,71,estonian,E200,0,0
839,male,38,other,Keskerakond,1,0
840,male,44,estonian,Reform,0,1
841,female,46,estonian,Isamaa,1,1
842,male,47,estonian,EKRE,1,1
843,male,53,estonian,EKRE,1,1
844,male,72,estonian,Isamaa,1,0
845,male,39,estonian,Reform,0,0
846,female,33,estonian,Parempoolsed,0,0
847,female,37,estonian,Reform,0,0
848,male,68,estonian,Keskerakond,1,1
849,female,54,estonian,Isamaa,1,0
850,male,41,estonian,EKRE,1,1
851,female,63,estonian,Isamaa,0,1
852,male,66,estonian,Reform,1,0
853,male,65,estonian,E200,0,0
854,male,70,other,Keskerakond,1,0
855,male,40,estonian,Isamaa,1,0
856,male,60,estonian,EKRE,1,1
857,male,47,estonian,Reform,0,0
858,female,64,estonian,EKRE,1,1
859,male,58,estonian,SDE,0,0
860,female,61,estonian,SDE,0,0
861,male,55,estonian,Reform,0,0
862,female,36,estonian,EKRE,1,0
863,female,50,estonian,Isamaa,1,1
864,female,78,estonian,Isamaa,1,0
865,male,72,other,EKRE,1,1
866,male,27,estonian,EKRE,1,1
867,female,35,estonian,Keskerakond,1,1
868,male,33,estonian,Reform,1,1
869,female,58,estonian,Isamaa,1,0
870,male,63,estonian,EKRE,1,1
871,female,38,estonian,Isamaa,1,0
872,female,49,other,Isamaa,1,0
873,male,64,estonian,SDE,0,0
874,female,58,estonian,Isamaa,1,0
875,male,50,estonian,EKRE,1,1
876,female,52,estonian,Isamaa,1,0
877,female,49,estonian,SDE,0,0
878,male,42,estonian,Reform,0,0
879,male,51,estonian,Isamaa,1,0
880,male,56,estonian,EKRE,1,1
881,female,67,other,Keskerakond,1,1
882,male,54,estonian,Parempoolsed,0,0
883,female,60,estonian,Isamaa,0,1
884,female,35,estonian,SDE,0,0
885,male,47,estonian,E200,0,0
886,male,22,estonian,E200,0,1
887,female,39,other,Keskerakond,0,0
888,female,58,estonian,Keskerakond,0,1
889,male,80,estonian,EKRE,1,1
890,male,31,estonian,Keskerakond,1,0
891,male,45,estonian,Reform,0,0
892,male,62,other,Keskerakond,1,0
893,male,37,estonian,EKRE,1,1
894,female,51,other,Keskerakond,1,0
895,female,58,estonian,SDE,0,0
896,female,53,estonian,Isamaa,0,0
897,female,37,estonian,SDE,0,0
898,male,44,estonian,Reform,1,1
899,male,61,estonian,SDE,0,0
900,male,51,estonian,EKRE,1,1
901,female,21,estonian,EKRE,1,1
902,female,60,estonian,E200,0,0
903,male,26,estonian,Isamaa,1,0
904,male,59,estonian,SDE,0,1
905,female,37,other,Reform,0,0
906,female,74,estonian,Reform,0,1
907,male,44,estonian,EKRE,1,1
908,male,43,estonian,Reform,0,0
909,female,35,estonian,EKRE,1,1
910,male,42,estonian,Isamaa,1,0
911,male,67,estonian,Isamaa,0,1
912,male,81,estonian,Isamaa,1,0
913,female,44,estonian,Parempoolsed,0,0
914,female,47,estonian,Parempoolsed,0,0
915,female,58,estonian,EKRE,1,0
916,female,67,other,Keskerakond,0,1
917,female,52,estonian,EKRE,1,1
918,female,45,estonian,Keskerakond,1,1
919,female,46,estonian,SDE,0,0
920,male,57,estonian,Parempoolsed,0,0
921,male,20,estonian,EKRE,0,0
922,male,53,estonian,Keskerakond,1,1
923,male,44,estonian,Isamaa,1,0
924,male,62,estonian,Parempoolsed,0,0
925,male,31,estonian,Isamaa,1,0
926,male,52,estonian,Reform,0,0
927,female,48,other,Keskerakond,1,0
928,female,54,other,Keskerakond,1,0
929,male,29,estonian,Isamaa,1,1
930,male,52,estonian,E200,0,0
931,female,51,estonian,Isamaa,1,0
932,male,51,estonian,Reform,0,0
933,male,53,estonian,Isamaa,0,0
934,female,56,estonian,EKRE,1,1
935,male,62,estonian,Reform,0,0
936,female,40,estonian,EKRE,1,1
937,male,63,estonian,Isamaa,1,0
938,female,49,estonian,Isamaa,1,1
939,female,30,estonian,EKRE,1,1
940,female,28,estonian,SDE,0,1
941,male,43,estonian,E200,0,0
942,female,61,estonian,Isamaa,1,0
943,male,57,estonian,EKRE,1,1
944,male,61,estonian,Isamaa,0,0
945,male,49,estonian,Isamaa,1,0
946,male,47,other,Keskerakond,1,1
947,female,34,estonian,Reform,0,0
948,female,43,other,Isamaa,1,0
949,male,47,estonian,Isamaa,1,0
950,male,31,other,Isamaa,1,0
951,female,38,estonian,SDE,0,0
952,male,53,estonian,Parempoolsed,1,0
953,female,59,estonian,Isamaa,1,0
954,male,82,estonian,Isamaa,1,0
955,male,71,estonian,SDE,0,0
956,female,54,estonian,E200,0,0
957,male,46,estonian,EKRE,1,0
958,female,54,estonian,Isamaa,1,0
959,male,61,estonian,Isamaa,1,0
960,male,33,estonian,Reform,0,0
961,male,46,estonian,EKRE,1,1
962,female,64,estonian,Isamaa,1,0
963,male,45,estonian,Reform,0,0
964,male,51,estonian,Isamaa,1,0
965,male,52,estonian,Keskerakond,0,1
966,male,36,estonian,EKRE,1,1
967,female,44,estonian,Isamaa,1,0
968,female,43,estonian,Reform,1,0
969,male,25,other,EKRE,1,1
970,female,24,other,Parempoolsed,1,0
971,male,64,estonian,Reform,0,1
972,male,41,estonian,Isamaa,1,1
973,male,49,other,Keskerakond,0,1
974,female,42,estonian,Isamaa,1,0
975,female,72,estonian,E200,1,0
976,female,40,other,EKRE,1,1
977,female,46,estonian,Reform,0,1
978,female,66,estonian,Isamaa,1,1
979,female,64,estonian,EKRE,1,1
980,female,37,estonian,SDE,0,0
981,female,62,estonian,SDE,0,0
982,female,47,estonian,Isamaa,0,0
983,male,48,estonian,Isamaa,1,1
984,female,34,estonian,SDE,0,1
985,female,30,estonian,E200,0,0
986,female,58,estonian,Isamaa,1,0
987,female,49,estonian,EKRE,1,1
988,female,47,estonian,EKRE,1,1
989,female,58,estonian,SDE,0,0
990,female,60,estonian,Isamaa,1,0
991,female,35,estonian,Isamaa,1,0
992,female,53,estonian,SDE,0,0
993,female,34,estonian,Isamaa,1,1
994,female,59,estonian,Reform,0,0
995,male,55,estonian,EKRE,1,0
996,male,74,estonian,EKRE,1,0
997,female,29,estonian,EKRE,1,0
998,female,28,estonian,Reform,0,0
999,male,41,estonian,Isamaa,1,0
1000,female,40,estonian,Reform,0,0
1001,male,39,estonian,SDE,0,0
1002,male,69,estonian,Keskerakond,0,1
1003,male,40,estonian,Isamaa,1,0
1004,male,40,estonian,Isamaa,1,0
1005,male,60,estonian,Isamaa,0,1
1006,female,47,estonian,EKRE,1,1
1007,male,61,estonian,EKRE,1,1
1008,female,29,other,Keskerakond,1,0
1009,female,48,estonian,Isamaa,1,1
1010,male,26,estonian,Isamaa,1,1
1011,male,29,estonian,EKRE,1,1
1012,female,69,other,Keskerakond,0,0
1013,male,34,estonian,Isamaa,1,0
1014,male,50,estonian,Reform,0,0
1015,female,46,estonian,Isamaa,1,0
1016,female,43,estonian,SDE,0,0
1017,male,69,estonian,E200,0,0
1018,female,24,estonian,EKRE,1,1
1019,male,55,estonian,Isamaa,1,0
1020,male,75,estonian,EKRE,1,1
1021,male,51,estonian,Isamaa,1,0
1022,female,72,other,Keskerakond,0,0
1023,female,28,estonian,SDE,0,0
1024,female,46,estonian,Keskerakond,1,0
1025,female,40,estonian,SDE,0,0
1026,female,58,estonian,EKRE,1,0
1027,male,78,estonian,Isamaa,1,1
1028,male,40,other,Keskerakond,1,0
1029,male,55,estonian,EKRE,1,1
1030,male,37,estonian,Keskerakond,1,1
1031,female,51,estonian,Isamaa,1,1
1032,male,48,estonian,Isamaa,1,1
1033,female,76,estonian,Parempoolsed,0,1
1034,male,53,estonian,Isamaa,1,0
1035,female,44,estonian,Parempoolsed,0,0
1036,female,32,estonian,Parempoolsed,1,1
1037,male,35,estonian,SDE,0,0
1038,male,38,estonian,Reform,0,0
1039,male,40,other,Reform,1,0
1040,male,65,other,SDE,0,1
1041,female,51,estonian,Isamaa,1,0
1042,male,50,estonian,EKRE,1,1
1043,male,32,estonian,Reform,0,0
1044,female,66,estonian,EKRE,1,0
1045,male,58,estonian,EKRE,1,1
1046,male,29,estonian,EKRE,1,1
1047,male,57,estonian,Reform,0,0
1048,male,50,estonian,SDE,0,0
1049,male,30,estonian,Isamaa,0,1
1050,female,47,estonian,E200,0,0
1051,male,48,estonian,Keskerakond,0,1
1052,male,35,other,SDE,0,1
1053,male,73,estonian,Reform,0,0
1054,male,65,other,Keskerakond,0,1
1055,male,55,estonian,Isamaa,1,0
1056,female,48,estonian,SDE,0,0
1057,male,46,estonian,Isamaa,1,1
1058,female,55,estonian,SDE,0,0
1059,female,50,estonian,Parempoolsed,1,0
1060,male,28,estonian,EKRE,1,1
1061,male,49,estonian,Isamaa,1,0
1062,male,62,other,Keskerakond,1,1
1063,male,47,estonian,Isamaa,1,0
1064,female,28,other,SDE,0,0
1065,male,61,estonian,Isamaa,1,0
1066,male,37,estonian,Isamaa,1,0
1067,male,40,estonian,Parempoolsed,0,0
1068,male,35,other,Keskerakond,1,1
1069,male,43,estonian,SDE,0,1
1070,male,60,estonian,EKRE,1,0
1071,female,50,other,Keskerakond,1,0
1072,female,37,estonian,Reform,0,0
1073,male,67,estonian,Reform,0,0
1074,male,67,other,Keskerakond,1,0
1075,male,66,estonian,Reform,0,0
1076,female,39,estonian,EKRE,1,1
1077,male,47,estonian,Isamaa,1,0
1078,female,78,estonian,SDE,0,0
1079,male,60,estonian,Isamaa,1,1
1080,male,25,estonian,Keskerakond,1,1
1081,male,29,estonian,Isamaa,0,0
1082,male,48,estonian,Reform,0,0
1083,female,69,estonian,SDE,0,0
1084,female,50,estonian,Isamaa,1,0
1085,male,49,estonian,Isamaa,1,0
1086,male,32,other,Isamaa,1,0
1087,female,55,estonian,Reform,0,0
1088,female,63,estonian,SDE,0,0
1089,female,45,estonian,Isamaa,1,0
1090,female,61,other,Keskerakond,1,1
1091,male,75,estonian,EKRE,1,1
1092,female,37,estonian,Reform,0,0
1093,male,50,estonian,E200,0,0
1094,female,41,estonian,EKRE,1,0
1095,female,62,estonian,Reform,0,0
1096,female,52,estonian,Isamaa,1,0
1097,female,54,estonian,Isamaa,1,0
1098,female,62,estonian,Isamaa,1,0
1099,male,45,estonian,Isamaa,1,0
1100,male,70,estonian,Reform,0,1
1101,female,50,other,EKRE,1,1
1102,female,35,estonian,Reform,0,1
1103,male,57,estonian,Isamaa,0,0
1104,female,62,estonian,EKRE,1,1
1105,female,42,other,Keskerakond,1,1
1106,male,65,estonian,Parempoolsed,0,0
1107,female,69,estonian,Isamaa,1,0
1108,female,41,estonian,SDE,0,0
1109,male,78,estonian,Reform,1,0
1110,male,34,estonian,Reform,1,0
1111,male,37,estonian,EKRE,1,1
1112,female,36,other,Isamaa,0,0
1113,male,68,estonian,Isamaa,1,0
1114,male,55,estonian,Reform,0,0
1115,male,35,estonian,EKRE,1,1
1116,male,47,estonian,E200,0,0
1117,male,53,estonian,EKRE,0,1
1118,male,30,estonian,Isamaa,1,0
1119,female,67,other,Keskerakond,1,0
1120,female,62,estonian,EKRE,1,1
1121,male,49,estonian,Reform,0,0
1122,male,75,estonian,Keskerakond,1,0
1123,male,46,estonian,E200,1,0
1124,female,78,estonian,SDE,0,0
1125,female,55,estonian,Keskerakond,1,0
1126,female,54,estonian,Keskerakond,1,1
1127,female,35,estonian,Parempoolsed,0,0
1128,female,67,estonian,EKRE,1,1
1129,female,46,estonian,Isamaa,1,0
1130,female,35,estonian,Isamaa,1,1
1131,female,22,estonian,Isamaa,1,0
1132,female,51,other,Keskerakond,1,1
1133,male,50,estonian,Reform,0,0
1134,male,58,estonian,Reform,0,0
1135,male,68,estonian,Isamaa,1,0
1136,male,30,other,Keskerakond,1,1
1137,female,58,other,EKRE,1,1
1138,female,37,other,Keskerakond,1,1
1139,male,65,estonian,Reform,1,0
1140,female,63,estonian,EKRE,1,1
1141,male,50,estonian,Isamaa,1,0
1142,female,57,estonian,Isamaa,1,1
1143,male,42,estonian,SDE,0,0
1144,female,48,estonian,E200,0,0
1145,female,63,estonian,Keskerakond,1,0
1146,male,47,estonian,Isamaa,1,1
1147,female,44,other,EKRE,1,1
1148,male,49,estonian,Keskerakond,1,0
1149,male,64,estonian,Keskerakond,0,1
1150,male,43,estonian,Isamaa,1,1
1151,male,36,estonian,Isamaa,1,0
1152,female,57,estonian,Keskerakond,1,1
1153,female,63,other,EKRE,1,1
1154,female,31,estonian,Isamaa,1,1
1155,male,39,estonian,Isamaa,1,0
1156,female,34,estonian,Reform,0,0
1157,male,44,estonian,SDE,0,0
1158,female,47,estonian,Parempoolsed,0,1
1159,female,59,estonian,Reform,1,1
1160,female,55,other,Reform,0,0
1161,male,53,estonian,Isamaa,1,0
1162,female,44,estonian,Reform,0,0
1163,female,64,estonian,EKRE,1,1
1164,male,48,estonian,Reform,0,1
1165,female,77,estonian,EKRE,1,1
1166,male,54,estonian,Isamaa,1,0
1167,female,33,estonian,Isamaa,0,0
1168,male,56,estonian,EKRE,1,1
1169,male,43,estonian,Isamaa,1,0
1170,female,56,estonian,Isamaa,1,0
1171,male,29,estonian,Parempoolsed,0,0
1172,male,36,estonian,EKRE,1,1
1173,male,65,estonian,Reform,1,0
1174,male,39,estonian,SDE,0,0
1175,male,64,estonian,Parempoolsed,0,0
1176,male,41,estonian,Reform,0,0
1177,female,54,estonian,SDE,0,0
1178,male,57,estonian,EKRE,1,1
1179,male,49,estonian,EKRE,1,1
1180,female,42,estonian,EKRE,1,1
1181,female,38,estonian,Keskerakond,1,1
1182,female,26,estonian,Keskerakond,1,1
1183,female,42,other,EKRE,0,1
1184,female,55,estonian,Isamaa,1,0
1185,female,72,estonian,Keskerakond,0,1
1186,female,66,estonian,Isamaa,1,1
1187,male,60,estonian,Reform,0,1
1188,male,61,other,Keskerakond,1,1
1189,female,55,estonian,Keskerakond,1,1
1190,male,40,other,Keskerakond,1,1
1191,male,69,estonian,SDE,0,0
1192,male,56,estonian,EKRE,1,1
1193,female,51,estonian,Keskerakond,0,0
1194,female,32,estonian,Keskerakond,1,1
1195,male,47,estonian,Isamaa,1,1
1196,female,47,estonian,Isamaa,1,0
1197,male,66,estonian,EKRE,1,0
1198,male,51,estonian,EKRE,1,1
1199,male,45,estonian,Reform,0,0
1200,male,77,estonian,SDE,0,0
1201,female,32,estonian,Isamaa,1,0
1202,female,46,other,Isamaa,0,0
1203,female,27,estonian,Parempoolsed,0,0
1204,male,59,estonian,Isamaa,1,0
1205,female,70,estonian,Reform,1,0
1206,male,41,estonian,Reform,0,0
1207,female,66,estonian,Reform,0,0
1208,male,41,estonian,Isamaa,1,0
1209,male,69,estonian,Isamaa,1,0
1210,male,59,estonian,Isamaa,1,1
1211,female,62,estonian,Reform,0,0
1212,female,23,estonian,Reform,0,0
1213,female,75,estonian,Isamaa,1,0
1214,female,58,estonian,Keskerakond,1,0
1215,male,42,estonian,SDE,0,0
1216,female,64,estonian,Isamaa,1,0
1217,female,41,estonian,Reform,0,0
1218,male,67,estonian,Keskerakond,1,1
1219,male,32,estonian,Isamaa,1,0
1220,male,57,estonian,EKRE,1,1
1221,female,50,estonian,Keskerakond,1,0
1222,male,31,estonian,E200,0,1
1223,male,39,estonian,SDE,0,0
1224,male,22,estonian,Reform,0,0
1225,female,48,other,Keskerakond,1,1
1226,male,42,estonian,EKRE,1,1
1227,female,53,estonian,Keskerakond,0,0
1228,female,42,estonian,Reform,0,0
1229,male,42,estonian,Isamaa,1,0
1230,male,59,estonian,Keskerakond,1,1
1231,female,27,estonian,Reform,1,0
1232,male,69,estonian,EKRE,1,0
1233,male,65,estonian,E200,0,0
1234,female,55,estonian,Isamaa,1,1
1235,female,52,estonian,EKRE,1,1
1236,male,68,estonian,Isamaa,1,1
1237,female,36,estonian,SDE,0,0
1238,male,30,other,Keskerakond,0,0
1239,male,39,estonian,EKRE,1,1
1240,male,62,other,Keskerakond,0,1
1241,female,26,estonian,EKRE,1,1
1242,male,52,estonian,Keskerakond,1,1
1243,male,81,estonian,EKRE,1,1
1244,male,65,estonian,EKRE,1,1
1245,female,50,estonian,E200,0,1
1246,female,29,estonian,Isamaa,1,0
1247,female,64,estonian,Isamaa,1,1
1248,female,53,estonian,Reform,0,1
1249,female,32,estonian,Parempoolsed,0,0
1250,male,31,other,EKRE,1,1
1251,female,69,other,Isamaa,1,0
1252,female,55,estonian,EKRE,1,1
1253,female,64,estonian,Reform,0,0
1254,male,67,estonian,Isamaa,1,1
1255,female,51,other,Keskerakond,1,1
1256,female,49,estonian,Parempoolsed,0,0
1257,male,46,other,EKRE,1,1
1258,female,42,estonian,EKRE,1,0
1259,male,47,estonian,EKRE,1,1
1260,male,61,estonian,Isamaa,1,0
1261,male,53,estonian,SDE,0,0
1262,male,68,estonian,EKRE,1,1
1263,male,47,estonian,EKRE,0,0
1264,female,53,other,Keskerakond,0,0
1265,male,54,estonian,EKRE,1,1
1266,male,52,estonian,Reform,1,0
1267,female,57,estonian,Isamaa,1,0
1268,male,39,estonian,SDE,0,0
1269,female,49,estonian,Parempoolsed,0,0
1270,female,32,estonian,Keskerakond,1,1
1271,female,45,estonian,Parempoolsed,1,0
1272,male,48,estonian,Isamaa,1,1
1273,male,55,estonian,EKRE,1,1
1274,male,73,estonian,Reform,0,1
1275,female,53,estonian,Reform,0,0
1276,male,59,estonian,EKRE,1,1
1277,male,49,estonian,EKRE,1,0
1278,male,54,estonian,Isamaa,1,0
1279,female,29,estonian,EKRE,1,1
1280,female,40,estonian,Isamaa,1,0
1281,male,44,other,Keskerakond,1,1
1282,male,48,estonian,Isamaa,1,1
1283,male,27,estonian,Isamaa,1,1
1284,male,34,estonian,Reform,0,0
1285,female,41,estonian,Reform,0,0
1286,female,76,estonian,SDE,0,0
1287,female,43,estonian,Reform,0,0
1288,female,48,estonian,EKRE,0,1
1289,male,37,estonian,SDE,0,0
1290,male,53,other,Reform,0,0
1291,male,41,estonian,Isamaa,1,0
1292,female,38,estonian,Reform,1,0
1293,male,49,estonian,E200,0,0
1294,female,21,estonian,EKRE,1,1
1295,female,21,estonian,EKRE,1,0
1296,male,38,estonian,Isamaa,1,1
1297,male,26,estonian,Isamaa,1,0
1298,male,32,estonian,EKRE,1,1
1299,female,43,estonian,Reform,0,1
1300,male,62,estonian,Isamaa,1,1
1301,female,51,estonian,Parempoolsed,0,0
1302,male,49,other,Keskerakond,1,1
1303,female,41,estonian,Reform,0,1
1304,female,71,estonian,SDE,0,0
1305,male,45,estonian,Isamaa,1,0
1306,female,31,estonian,Reform,0,1
1307,female,53,estonian,Keskerakond,1,1
1308,male,32,estonian,SDE,0,1
1309,female,43,estonian,SDE,0,0
1310,male,49,estonian,Isamaa,1,1
1311,female,67,estonian,Parempoolsed,0,0
1312,male,49,estonian,Isamaa,1,1
1313,male,57,estonian,SDE,0,0
1314,female,80,estonian,Parempoolsed,0,0
1315,female,33,estonian,Isamaa,0,0
1316,female,41,other,Keskerakond,1,1
1317,female,45,estonian,Isamaa,1,0
1318,female,46,estonian,EKRE,1,1
1319,male,46,estonian,Reform,0,0
1320,female,69,estonian,Reform,0,0
1321,male,58,estonian,E200,0,0
1322,male,53,estonian,Keskerakond,1,0
1323,female,42,estonian,Reform,0,0
1324,male,63,estonian,SDE,0,0
1325,male,74,estonian,Parempoolsed,0,0
1326,male,63,estonian,Isamaa,0,0
1327,male,19,estonian,Parempoolsed,0,0
1328,female,54,estonian,Isamaa,1,0
1329,male,27,estonian,SDE,0,1
1330,female,40,estonian,Isamaa,1,0
1331,female,28,estonian,Isamaa,1,0
1332,male,53,estonian,EKRE,1,1
1333,female,56,other,Keskerakond,1,0
1334,female,32,estonian,EKRE,1,1
1335,female,45,estonian,Isamaa,1,1
1336,male,47,other,Reform,0,0
1337,female,44,estonian,E200,0,0
1338,female,33,estonian,EKRE,1,1
1339,female,46,estonian,Isamaa,1,1
1340,male,59,estonian,EKRE,1,1
1341,female,29,estonian,Isamaa,1,0
1342,male,30,estonian,SDE,0,0
1343,male,44,estonian,SDE,0,0
1344,male,72,other,Reform,0,1
1345,male,55,estonian,EKRE,1,1
1346,male,56,estonian,SDE,0,0
1347,male,44,estonian,Reform,1,1
1348,female,52,estonian,SDE,0,0
1349,male,22,estonian,Reform,0,0
1350,female,54,estonian,SDE,0,0
1351,female,70,estonian,Reform,0,0
1352,male,53,estonian,EKRE,1,1
1353,female,67,estonian,Parempoolsed,0,0
1354,female,58,estonian,Reform,1,0
1355,female,33,estonian,Reform,1,0
1356,female,69,estonian,Isamaa,1,1
1357,male,29,estonian,Reform,0,0
1358,female,50,estonian,Reform,1,0
1359,male,34,estonian,Isamaa,1,0
1360,female,22,estonian,Isamaa,1,1
1361,female,46,estonian,Reform,0,1
1362,male,41,estonian,Keskerakond,1,0
1363,female,48,estonian,Reform,0,1
1364,female,52,estonian,Isamaa,1,0
1365,female,27,other,Keskerakond,1,1
1366,male,33,estonian,Isamaa,1,1
1367,female,51,estonian,EKRE,1,1
1368,male,43,estonian,Isamaa,1,0
1369,female,58,estonian,Isamaa,1,0
1370,male,55,estonian,Isamaa,1,0
1371,male,65,estonian,EKRE,1,0
1372,female,57,estonian,Isamaa,0,0
1373,female,46,estonian,EKRE,1,1
1374,male,56,estonian,Reform,0,1
1375,male,41,estonian,EKRE,1,1
1376,female,42,estonian,EKRE,1,1
1377,male,61,estonian,SDE,0,0
1378,female,47,estonian,Isamaa,0,1
1379,female,62,estonian,Reform,1,0
1380,female,63,estonian,Isamaa,1,1
1381,female,65,estonian,Isamaa,1,0
1382,male,70,estonian,Reform,0,0
1383,female,46,estonian,Reform,0,1
1384,male,42,estonian,SDE,0,1
1385,female,52,estonian,Reform,0,0
1386,male,44,other,Parempoolsed,0,0
1387,female,53,estonian,Isamaa,1,1
1388,male,57,estonian,Isamaa,1,1
1389,male,56,estonian,Isamaa,1,1
1390,female,44,estonian,Isamaa,1,1
1391,female,36,estonian,Reform,0,0
1392,female,46,other,Keskerakond,1,1
1393,female,34,estonian,Isamaa,1,0
1394,male,68,estonian,Parempoolsed,1,0
1395,female,43,estonian,SDE,0,0
1396,male,35,estonian,EKRE,1,1
1397,male,25,estonian,Isamaa,1,0
1398,female,54,estonian,Isamaa,1,0
1399,male,54,other,Isamaa,1,0
1400,male,43,estonian,Isamaa,1,0
1401,male,29,estonian,Reform,1,0
1402,male,46,estonian,Isamaa,1,0
1403,female,42,estonian,EKRE,1,1
1404,female,56,estonian,Parempoolsed,0,1
1405,female,53,estonian,Keskerakond,0,1
1406,female,44,estonian,Parempoolsed,0,0
1407,male,38,estonian,Isamaa,1,0
1408,male,79,estonian,EKRE,1,1
1409,female,47,estonian,Reform,1,0
1410,female,56,estonian,Isamaa,1,1
1411,female,34,other,Isamaa,1,1
1412,male,48,estonian,Keskerakond,0,1
1413,female,25,other,Keskerakond,1,1
1414,female,49,estonian,EKRE,1,0
1415,female,75,estonian,Reform,0,1
1416,male,45,estonian,EKRE,1,1
1417,male,26,estonian,Isamaa,0,0
1418,male,25,estonian,EKRE,1,1
1419,male,45,estonian,Isamaa,1,0
1420,male,35,estonian,Isamaa,0,0
1421,male,24,estonian,Parempoolsed,0,0
1422,male,60,estonian,Reform,0,0
1423,male,47,estonian,Keskerakond,1,1
1424,female,41,estonian,EKRE,1,0
1425,female,69,estonian,EKRE,1,0
1426,male,33,estonian,Isamaa,0,0
1427,male,74,other,Isamaa,1,1
1428,female,42,estonian,Isamaa,1,0
1429,male,68,estonian,SDE,0,0
1430,male,53,estonian,Keskerakond,1,1
1431,male,63,estonian,Reform,1,0
1432,female,78,estonian,Reform,1,0
1433,female,41,estonian,E200,0,0
1434,female,75,other,Isamaa,1,1
1435,female,45,estonian,Isamaa,1,0
1436,female,45,estonian,EKRE,1,1
1437,male,43,estonian,Keskerakond,1,1
1438,female,50,estonian,Parempoolsed,0,0
